job_title,company,location,salary,skills
Data Analyst,Infosys,Pune,68651,"Python, ML"
Data Analyst,Google,Pune,117175,"Excel, Tableau"
Data Analyst,Accenture,Delhi,100854,"Python, SQL"
Data Analyst,Infosys,Pune,62741,"Python, Excel"
Data Analyst,Accenture,Hyderabad,76205,"Excel, Tableau"
ML Engineer,TCS,Bangalore,103666,"SQL, Power BI"
Data Analyst,Wipro,Pune,100944,"Python, Excel"
ML Engineer,Accenture,Bangalore,89689,"Python, ML"
Data Scientist,Google,Hyderabad,116102,"SQL, Power BI"
ML Engineer,Infosys,Delhi,100030,"Python, SQL"
Data Scientist,Wipro,Pune,67562,"Python, Excel"
Data Scientist,Accenture,Bangalore,41329,"SQL, Power BI"
ML Engineer,Infosys,Delhi,61044,"Excel, Tableau"
Business Analyst,Infosys,Delhi,125115,"SQL, Power BI"
Data Scientist,Google,Pune,77834,"Python, SQL"
Data Analyst,Amazon,Hyderabad,65605,"Python, Excel"
Business Analyst,Accenture,Bangalore,112684,"Python, ML"
Data Analyst,TCS,Pune,77418,"Python, ML"
Data Scientist,Accenture,Bangalore,75069,"Python, SQL"
Business Analyst,Accenture,Hyderabad,62710,"Python, ML"
Data Analyst,TCS,Delhi,116764,"SQL, Power BI"
Data Analyst,TCS,Bangalore,53408,"Python, Excel"
ML Engineer,Google,Delhi,49204,"Python, SQL"
ML Engineer,Accenture,Delhi,52415,"Python, Excel"
ML Engineer,Infosys,Mumbai,97671,"Python, ML"
Data Analyst,Wipro,Pune,89449,"Python, SQL"
ML Engineer,TCS,Hyderabad,119363,"Excel, Tableau"
Business Analyst,TCS,Delhi,33255,"Python, Excel"
Business Analyst,Infosys,Pune,136222,"Python, SQL"
Data Scientist,TCS,Hyderabad,72442,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,118861,"Python, Excel"
Data Analyst,Amazon,Hyderabad,46543,"Python, Excel"
ML Engineer,Google,Pune,137694,"Python, SQL"
Data Analyst,Infosys,Hyderabad,87338,"Python, Excel"
Data Analyst,TCS,Delhi,44836,"Python, Excel"
Data Scientist,Google,Bangalore,110223,"Python, ML"
ML Engineer,Wipro,Bangalore,86163,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,33328,"Python, Excel"
Data Scientist,Google,Delhi,54415,"SQL, Power BI"
ML Engineer,Infosys,Pune,146218,"Python, ML"
Data Analyst,Accenture,Bangalore,72039,"Excel, Tableau"
Data Analyst,Wipro,Delhi,42201,"Excel, Tableau"
ML Engineer,Google,Hyderabad,37026,"Excel, Tableau"
ML Engineer,Google,Pune,108448,"Python, SQL"
ML Engineer,TCS,Bangalore,117959,"Python, SQL"
Data Analyst,Accenture,Hyderabad,134883,"Python, Excel"
Data Analyst,Amazon,Pune,38068,"Python, ML"
Data Analyst,Accenture,Mumbai,40650,"Python, Excel"
ML Engineer,Google,Delhi,149636,"Python, SQL"
Data Scientist,Accenture,Hyderabad,110105,"Python, SQL"
Data Scientist,Wipro,Hyderabad,145758,"SQL, Power BI"
Data Analyst,Accenture,Mumbai,139588,"SQL, Power BI"
Data Analyst,Amazon,Bangalore,97975,"Python, Excel"
Data Analyst,Google,Delhi,142170,"Python, SQL"
ML Engineer,Wipro,Delhi,101679,"Python, SQL"
Business Analyst,Accenture,Hyderabad,147113,"Python, Excel"
ML Engineer,Wipro,Bangalore,93967,"Python, Excel"
ML Engineer,TCS,Hyderabad,59376,"Python, ML"
Data Scientist,TCS,Hyderabad,131569,"Excel, Tableau"
Business Analyst,Accenture,Bangalore,74178,"Python, Excel"
Data Scientist,Wipro,Hyderabad,71513,"SQL, Power BI"
Business Analyst,Infosys,Hyderabad,55568,"Python, SQL"
ML Engineer,Infosys,Pune,109839,"Python, SQL"
Data Analyst,Wipro,Bangalore,110720,"Python, ML"
ML Engineer,Amazon,Bangalore,91666,"Python, ML"
ML Engineer,Wipro,Mumbai,99049,"Python, ML"
Data Analyst,Infosys,Mumbai,47753,"Excel, Tableau"
Data Scientist,Infosys,Pune,98025,"SQL, Power BI"
Data Analyst,TCS,Bangalore,93832,"Excel, Tableau"
ML Engineer,TCS,Mumbai,53867,"Python, SQL"
Business Analyst,Infosys,Hyderabad,39004,"Python, Excel"
ML Engineer,Accenture,Hyderabad,99993,"Python, ML"
Business Analyst,Wipro,Delhi,122683,"Excel, Tableau"
ML Engineer,Accenture,Pune,134312,"Python, ML"
Business Analyst,Accenture,Delhi,82033,"Python, Excel"
Data Analyst,Google,Bangalore,149016,"Python, SQL"
ML Engineer,TCS,Mumbai,88264,"Python, ML"
Business Analyst,TCS,Hyderabad,60117,"Excel, Tableau"
Data Analyst,TCS,Bangalore,61347,"Python, Excel"
Data Analyst,Google,Bangalore,136858,"SQL, Power BI"
ML Engineer,Infosys,Bangalore,89988,"Excel, Tableau"
ML Engineer,TCS,Hyderabad,137943,"Python, ML"
Business Analyst,Amazon,Mumbai,131980,"Excel, Tableau"
Business Analyst,Infosys,Delhi,131322,"SQL, Power BI"
Business Analyst,Wipro,Pune,115198,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,85610,"Python, ML"
ML Engineer,Google,Mumbai,132375,"SQL, Power BI"
Business Analyst,Google,Delhi,67148,"Python, SQL"
Business Analyst,Wipro,Delhi,58650,"Python, ML"
Business Analyst,Google,Hyderabad,142848,"SQL, Power BI"
ML Engineer,Accenture,Bangalore,147400,"Python, Excel"
Business Analyst,Infosys,Pune,93280,"Python, Excel"
ML Engineer,Amazon,Bangalore,82582,"Python, SQL"
ML Engineer,Infosys,Pune,126931,"Python, SQL"
Data Analyst,Amazon,Delhi,95932,"Python, Excel"
ML Engineer,Amazon,Pune,99963,"Excel, Tableau"
ML Engineer,TCS,Pune,63834,"Python, ML"
Data Analyst,Wipro,Pune,72635,"Python, Excel"
Data Analyst,TCS,Pune,78746,"Excel, Tableau"
ML Engineer,Amazon,Delhi,75059,"Python, Excel"
Data Scientist,TCS,Delhi,64467,"SQL, Power BI"
Data Analyst,Google,Delhi,88970,"SQL, Power BI"
Data Analyst,Amazon,Mumbai,51764,"Python, Excel"
Data Scientist,TCS,Delhi,87123,"Excel, Tableau"
Business Analyst,Amazon,Bangalore,32294,"Python, SQL"
Business Analyst,Google,Pune,134541,"Python, Excel"
Data Analyst,Amazon,Mumbai,49764,"Excel, Tableau"
Data Analyst,TCS,Bangalore,34258,"Python, ML"
ML Engineer,TCS,Bangalore,32460,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,36467,"SQL, Power BI"
Business Analyst,Infosys,Mumbai,96807,"Python, ML"
Data Analyst,TCS,Bangalore,80376,"Python, Excel"
Data Analyst,TCS,Mumbai,124544,"Python, Excel"
Data Analyst,Wipro,Hyderabad,127266,"Excel, Tableau"
Business Analyst,TCS,Pune,131686,"Python, SQL"
Business Analyst,Amazon,Delhi,41428,"Python, SQL"
Data Analyst,Accenture,Delhi,48645,"SQL, Power BI"
Business Analyst,Wipro,Hyderabad,116796,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,35056,"Python, Excel"
Data Scientist,Infosys,Bangalore,105970,"Python, SQL"
ML Engineer,Wipro,Hyderabad,136232,"Excel, Tableau"
Data Scientist,Accenture,Bangalore,113041,"Python, ML"
Business Analyst,Wipro,Delhi,77541,"SQL, Power BI"
Business Analyst,Wipro,Delhi,118568,"SQL, Power BI"
ML Engineer,Amazon,Delhi,35989,"Python, Excel"
Data Analyst,Google,Bangalore,106820,"Excel, Tableau"
ML Engineer,TCS,Pune,144166,"Excel, Tableau"
ML Engineer,Amazon,Pune,126516,"Python, SQL"
Data Analyst,Accenture,Hyderabad,82690,"Python, SQL"
ML Engineer,TCS,Hyderabad,100568,"Python, Excel"
Business Analyst,Amazon,Delhi,107288,"Python, Excel"
Data Scientist,Wipro,Mumbai,68241,"Python, SQL"
Data Scientist,TCS,Delhi,143394,"Python, ML"
ML Engineer,TCS,Mumbai,137085,"Python, Excel"
Business Analyst,TCS,Mumbai,135661,"Python, Excel"
Data Scientist,Wipro,Mumbai,60080,"SQL, Power BI"
Data Analyst,TCS,Pune,138662,"Python, SQL"
Data Scientist,Infosys,Bangalore,85856,"Python, SQL"
Data Scientist,Wipro,Bangalore,63303,"Python, Excel"
Data Scientist,Google,Hyderabad,94418,"Excel, Tableau"
Data Scientist,TCS,Pune,79541,"Python, SQL"
Business Analyst,Infosys,Hyderabad,60406,"Python, SQL"
ML Engineer,Wipro,Pune,37425,"Python, SQL"
ML Engineer,Amazon,Mumbai,127963,"Excel, Tableau"
Data Analyst,Wipro,Delhi,90396,"SQL, Power BI"
Data Scientist,Google,Pune,132015,"Python, SQL"
ML Engineer,TCS,Pune,83443,"SQL, Power BI"
Data Scientist,Infosys,Bangalore,103188,"Excel, Tableau"
Data Scientist,Wipro,Pune,44776,"Python, SQL"
ML Engineer,Infosys,Hyderabad,122504,"Python, Excel"
ML Engineer,Wipro,Hyderabad,128294,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,55357,"Excel, Tableau"
Business Analyst,Wipro,Hyderabad,45500,"Python, ML"
Data Analyst,Amazon,Bangalore,42865,"Python, SQL"
ML Engineer,Wipro,Mumbai,109415,"Excel, Tableau"
Business Analyst,Accenture,Hyderabad,53687,"Python, Excel"
Data Analyst,Google,Bangalore,133027,"SQL, Power BI"
Business Analyst,Google,Delhi,118304,"SQL, Power BI"
Business Analyst,Google,Hyderabad,80093,"Python, SQL"
Business Analyst,Wipro,Mumbai,78055,"Python, Excel"
ML Engineer,Infosys,Pune,87609,"Excel, Tableau"
Business Analyst,Infosys,Hyderabad,148732,"SQL, Power BI"
Data Analyst,Google,Pune,93392,"Python, Excel"
ML Engineer,Amazon,Delhi,58697,"SQL, Power BI"
Business Analyst,Infosys,Hyderabad,80686,"Excel, Tableau"
ML Engineer,Google,Mumbai,57705,"SQL, Power BI"
Business Analyst,Google,Delhi,63304,"Python, ML"
Business Analyst,TCS,Hyderabad,88406,"SQL, Power BI"
ML Engineer,Wipro,Hyderabad,64907,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,73441,"SQL, Power BI"
Data Scientist,Wipro,Pune,95879,"Python, Excel"
Business Analyst,Wipro,Mumbai,81710,"SQL, Power BI"
Data Scientist,TCS,Bangalore,65505,"Excel, Tableau"
Business Analyst,Amazon,Pune,143775,"Python, Excel"
Data Scientist,Infosys,Hyderabad,70544,"Python, Excel"
ML Engineer,Accenture,Hyderabad,125677,"SQL, Power BI"
Data Analyst,Google,Hyderabad,111049,"Excel, Tableau"
Business Analyst,Amazon,Delhi,111436,"Python, Excel"
ML Engineer,Infosys,Bangalore,140306,"Python, Excel"
Data Analyst,Amazon,Mumbai,32798,"Excel, Tableau"
Data Analyst,Amazon,Mumbai,66477,"Python, Excel"
Data Scientist,Infosys,Mumbai,43381,"Python, ML"
Data Scientist,Google,Mumbai,65171,"Python, SQL"
ML Engineer,Infosys,Hyderabad,68595,"Python, ML"
Data Scientist,Infosys,Hyderabad,35621,"Excel, Tableau"
Business Analyst,Wipro,Bangalore,104389,"Python, SQL"
Business Analyst,Wipro,Delhi,121045,"Python, Excel"
ML Engineer,TCS,Delhi,36428,"Python, Excel"
Business Analyst,Google,Pune,98366,"Excel, Tableau"
Data Scientist,Google,Pune,79814,"Python, ML"
Data Analyst,TCS,Delhi,116537,"Excel, Tableau"
ML Engineer,Google,Bangalore,80588,"Python, SQL"
ML Engineer,Google,Delhi,99414,"Python, Excel"
Business Analyst,Accenture,Bangalore,92562,"Excel, Tableau"
Data Scientist,Accenture,Delhi,52959,"Excel, Tableau"
Business Analyst,Accenture,Delhi,71082,"Python, Excel"
Business Analyst,Google,Mumbai,130043,"SQL, Power BI"
Data Analyst,Infosys,Delhi,101208,"Python, Excel"
Data Scientist,Wipro,Delhi,76596,"SQL, Power BI"
ML Engineer,Amazon,Delhi,110121,"Python, ML"
Data Analyst,Accenture,Pune,135522,"SQL, Power BI"
ML Engineer,Infosys,Mumbai,84440,"Python, SQL"
ML Engineer,TCS,Hyderabad,43927,"Excel, Tableau"
Data Analyst,Accenture,Hyderabad,117417,"SQL, Power BI"
Data Analyst,Google,Mumbai,138757,"Excel, Tableau"
Business Analyst,Google,Mumbai,88953,"Python, Excel"
Data Scientist,TCS,Hyderabad,55954,"Python, Excel"
Data Scientist,Google,Pune,135486,"SQL, Power BI"
Data Scientist,Google,Pune,68679,"Excel, Tableau"
Business Analyst,TCS,Delhi,77080,"Python, Excel"
ML Engineer,Accenture,Hyderabad,138260,"SQL, Power BI"
Data Scientist,TCS,Delhi,109698,"SQL, Power BI"
Business Analyst,Wipro,Bangalore,40301,"Excel, Tableau"
Data Scientist,Amazon,Hyderabad,65500,"Python, Excel"
Data Analyst,Google,Delhi,142516,"Python, ML"
Data Scientist,Infosys,Mumbai,149344,"Python, ML"
ML Engineer,Infosys,Bangalore,135446,"Excel, Tableau"
Data Analyst,Wipro,Bangalore,64343,"Python, Excel"
Data Scientist,TCS,Hyderabad,93076,"Excel, Tableau"
ML Engineer,Google,Hyderabad,141615,"Python, Excel"
ML Engineer,Google,Delhi,123245,"Excel, Tableau"
Data Scientist,Infosys,Mumbai,141993,"Excel, Tableau"
Data Analyst,Google,Delhi,145964,"SQL, Power BI"
Business Analyst,Infosys,Bangalore,47870,"Excel, Tableau"
Data Scientist,TCS,Mumbai,113584,"Python, SQL"
Business Analyst,Google,Pune,143482,"Excel, Tableau"
Data Scientist,TCS,Bangalore,120350,"Python, Excel"
Data Analyst,Amazon,Bangalore,49778,"Excel, Tableau"
ML Engineer,Infosys,Pune,136212,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,111505,"SQL, Power BI"
Data Analyst,Infosys,Pune,144755,"Excel, Tableau"
Data Scientist,Infosys,Hyderabad,122545,"Python, ML"
Data Analyst,Google,Mumbai,91523,"SQL, Power BI"
ML Engineer,TCS,Bangalore,126972,"Python, ML"
Data Scientist,Infosys,Mumbai,46827,"Excel, Tableau"
ML Engineer,Wipro,Hyderabad,135160,"Python, SQL"
Data Analyst,Infosys,Delhi,128802,"SQL, Power BI"
Data Scientist,Accenture,Hyderabad,123281,"Python, Excel"
Data Analyst,Infosys,Pune,39571,"SQL, Power BI"
Business Analyst,Wipro,Pune,59904,"SQL, Power BI"
Data Analyst,Accenture,Hyderabad,113859,"Excel, Tableau"
ML Engineer,Amazon,Bangalore,75232,"Excel, Tableau"
Data Scientist,Accenture,Pune,121967,"Excel, Tableau"
Data Analyst,Infosys,Mumbai,140107,"Python, SQL"
Data Scientist,TCS,Delhi,41777,"Excel, Tableau"
ML Engineer,Google,Hyderabad,55931,"Python, Excel"
Data Analyst,Amazon,Delhi,60326,"Python, Excel"
Data Analyst,Wipro,Bangalore,115821,"SQL, Power BI"
Business Analyst,TCS,Bangalore,98762,"SQL, Power BI"
Data Analyst,TCS,Delhi,95194,"Python, ML"
Data Analyst,Google,Bangalore,43102,"Excel, Tableau"
Business Analyst,Google,Delhi,67777,"SQL, Power BI"
Business Analyst,Accenture,Bangalore,65538,"SQL, Power BI"
Business Analyst,Accenture,Mumbai,45954,"Excel, Tableau"
Data Analyst,Accenture,Pune,103303,"Excel, Tableau"
Data Analyst,Accenture,Hyderabad,42679,"SQL, Power BI"
Data Scientist,Infosys,Bangalore,140291,"Excel, Tableau"
Business Analyst,Amazon,Bangalore,148416,"Excel, Tableau"
Data Analyst,Google,Delhi,91967,"Excel, Tableau"
Business Analyst,TCS,Bangalore,105906,"Python, Excel"
Data Analyst,TCS,Hyderabad,117410,"Excel, Tableau"
Data Analyst,Google,Pune,35640,"Python, SQL"
ML Engineer,Google,Hyderabad,137404,"Python, Excel"
ML Engineer,Infosys,Delhi,69862,"Python, SQL"
Data Scientist,Infosys,Hyderabad,110291,"Python, ML"
ML Engineer,Google,Pune,146404,"Excel, Tableau"
Business Analyst,Amazon,Pune,137134,"Python, SQL"
Data Scientist,Accenture,Delhi,147632,"Python, SQL"
Business Analyst,Infosys,Hyderabad,45532,"Excel, Tableau"
ML Engineer,Wipro,Pune,134084,"Python, Excel"
Data Analyst,TCS,Bangalore,54822,"Python, SQL"
ML Engineer,Accenture,Pune,66705,"Python, Excel"
Data Analyst,Infosys,Mumbai,126671,"Python, ML"
Data Analyst,Amazon,Mumbai,72689,"Python, ML"
ML Engineer,Wipro,Bangalore,147452,"Excel, Tableau"
Data Scientist,Infosys,Bangalore,38557,"SQL, Power BI"
ML Engineer,Infosys,Delhi,76589,"Excel, Tableau"
Data Analyst,Google,Mumbai,66943,"SQL, Power BI"
Data Scientist,Accenture,Pune,77104,"SQL, Power BI"
Data Analyst,Infosys,Pune,36677,"Excel, Tableau"
Data Scientist,Infosys,Bangalore,85706,"Python, SQL"
Data Analyst,Wipro,Delhi,40491,"SQL, Power BI"
Data Analyst,Wipro,Pune,51304,"Python, ML"
Data Analyst,Accenture,Bangalore,73327,"Python, SQL"
Data Scientist,Google,Bangalore,105901,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,64815,"Python, Excel"
ML Engineer,Amazon,Hyderabad,146690,"Python, Excel"
Business Analyst,TCS,Pune,71954,"Python, SQL"
Data Analyst,Amazon,Pune,31739,"Python, ML"
Data Scientist,Infosys,Delhi,42492,"Python, Excel"
ML Engineer,Accenture,Delhi,125829,"Python, SQL"
Business Analyst,Amazon,Hyderabad,116052,"Excel, Tableau"
Data Scientist,Amazon,Pune,38903,"Python, Excel"
Business Analyst,Amazon,Delhi,121341,"Python, ML"
Data Analyst,TCS,Delhi,43577,"Python, Excel"
Data Scientist,Infosys,Pune,31443,"Python, ML"
Business Analyst,Google,Mumbai,30741,"SQL, Power BI"
Data Analyst,Google,Delhi,98495,"Python, ML"
Data Analyst,Infosys,Bangalore,62632,"Python, Excel"
Data Scientist,TCS,Pune,93173,"Python, Excel"
Data Scientist,Accenture,Mumbai,116694,"SQL, Power BI"
Data Scientist,Wipro,Bangalore,68395,"Python, SQL"
Data Analyst,Infosys,Hyderabad,121571,"SQL, Power BI"
Data Analyst,Accenture,Pune,43419,"Python, ML"
ML Engineer,Google,Hyderabad,68103,"Excel, Tableau"
Data Scientist,TCS,Mumbai,82907,"Excel, Tableau"
Data Analyst,Google,Bangalore,106227,"Python, Excel"
ML Engineer,TCS,Delhi,73609,"Python, SQL"
Business Analyst,Wipro,Mumbai,54400,"SQL, Power BI"
Data Analyst,Amazon,Delhi,81416,"Excel, Tableau"
Business Analyst,Accenture,Bangalore,73130,"Python, ML"
Data Analyst,Accenture,Mumbai,87912,"Excel, Tableau"
Business Analyst,Google,Pune,82340,"Python, Excel"
Data Scientist,Wipro,Bangalore,98268,"Python, ML"
Data Analyst,Amazon,Delhi,126622,"Python, SQL"
Data Analyst,Wipro,Bangalore,51205,"Python, ML"
Data Scientist,Accenture,Pune,93255,"Excel, Tableau"
ML Engineer,Wipro,Bangalore,114360,"Python, ML"
Data Scientist,Amazon,Mumbai,134260,"Python, SQL"
Business Analyst,Amazon,Hyderabad,53340,"Python, Excel"
Data Scientist,Accenture,Mumbai,61140,"SQL, Power BI"
Business Analyst,Accenture,Pune,121577,"Python, ML"
Business Analyst,Infosys,Delhi,116232,"Python, ML"
ML Engineer,TCS,Pune,54570,"Python, SQL"
ML Engineer,TCS,Hyderabad,68786,"Python, SQL"
ML Engineer,TCS,Mumbai,131102,"Excel, Tableau"
Data Scientist,Amazon,Mumbai,62036,"Python, Excel"
Data Scientist,TCS,Pune,39175,"SQL, Power BI"
Data Analyst,Accenture,Pune,32161,"Python, ML"
Data Scientist,Amazon,Delhi,112647,"Python, SQL"
Data Analyst,Wipro,Pune,98585,"Python, Excel"
Data Analyst,TCS,Pune,95677,"Python, ML"
Data Analyst,Amazon,Hyderabad,55996,"Python, Excel"
Business Analyst,TCS,Bangalore,137470,"Python, ML"
Data Scientist,Wipro,Delhi,57782,"SQL, Power BI"
ML Engineer,Amazon,Bangalore,87763,"Python, ML"
Business Analyst,Google,Mumbai,106804,"Python, Excel"
ML Engineer,Infosys,Delhi,48152,"Excel, Tableau"
ML Engineer,TCS,Pune,85791,"SQL, Power BI"
ML Engineer,Wipro,Delhi,37180,"Python, Excel"
Data Analyst,Infosys,Delhi,96693,"Python, ML"
Data Analyst,Wipro,Bangalore,61493,"Python, Excel"
ML Engineer,Amazon,Pune,101149,"SQL, Power BI"
Data Analyst,Wipro,Pune,124195,"Python, SQL"
Business Analyst,Accenture,Bangalore,110766,"Python, SQL"
ML Engineer,Google,Mumbai,85210,"SQL, Power BI"
Data Analyst,Wipro,Pune,112345,"Excel, Tableau"
Data Scientist,Wipro,Hyderabad,75173,"Python, ML"
Data Analyst,Google,Delhi,73724,"SQL, Power BI"
ML Engineer,Google,Bangalore,50916,"SQL, Power BI"
Data Analyst,Amazon,Delhi,109200,"Excel, Tableau"
Business Analyst,Amazon,Mumbai,32894,"Python, Excel"
Data Scientist,Wipro,Delhi,82721,"SQL, Power BI"
Business Analyst,TCS,Pune,142578,"Python, ML"
Business Analyst,TCS,Hyderabad,55067,"Python, Excel"
Data Scientist,Google,Hyderabad,81627,"Excel, Tableau"
Data Scientist,Amazon,Pune,47513,"Python, ML"
Business Analyst,Google,Hyderabad,139017,"Excel, Tableau"
Data Analyst,Wipro,Delhi,32694,"Python, SQL"
Business Analyst,Google,Hyderabad,69398,"SQL, Power BI"
ML Engineer,TCS,Hyderabad,137575,"SQL, Power BI"
Business Analyst,Wipro,Hyderabad,39418,"Python, ML"
Business Analyst,Amazon,Pune,33343,"Excel, Tableau"
ML Engineer,TCS,Mumbai,104318,"Python, SQL"
Business Analyst,Wipro,Bangalore,49567,"Excel, Tableau"
Data Scientist,Accenture,Hyderabad,85596,"Python, SQL"
Data Scientist,Infosys,Bangalore,44939,"Excel, Tableau"
Data Scientist,Amazon,Delhi,63586,"Python, SQL"
Data Analyst,TCS,Hyderabad,76542,"Python, Excel"
Business Analyst,Accenture,Hyderabad,55575,"Excel, Tableau"
ML Engineer,Infosys,Mumbai,46845,"Python, SQL"
Data Scientist,Infosys,Pune,88246,"Excel, Tableau"
Data Scientist,TCS,Pune,49395,"Python, SQL"
Business Analyst,Wipro,Bangalore,123927,"Python, SQL"
ML Engineer,Wipro,Bangalore,120242,"Python, Excel"
Data Scientist,TCS,Hyderabad,50260,"Python, ML"
Data Scientist,Infosys,Hyderabad,48207,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,63103,"Python, ML"
Business Analyst,Wipro,Hyderabad,100984,"Python, Excel"
ML Engineer,Infosys,Pune,97256,"Python, Excel"
Data Scientist,Accenture,Delhi,117743,"SQL, Power BI"
Data Analyst,Infosys,Pune,95268,"SQL, Power BI"
Data Analyst,Infosys,Hyderabad,44249,"Python, SQL"
Data Scientist,Google,Delhi,122395,"Python, Excel"
Data Analyst,Amazon,Mumbai,147470,"Python, Excel"
Business Analyst,Google,Hyderabad,92488,"Python, SQL"
ML Engineer,Wipro,Delhi,50747,"Python, Excel"
Data Scientist,Accenture,Mumbai,135609,"Python, SQL"
Business Analyst,Infosys,Pune,148612,"Python, SQL"
Data Scientist,Accenture,Pune,122706,"Python, Excel"
Data Analyst,Google,Bangalore,40849,"Excel, Tableau"
Data Scientist,Amazon,Delhi,136062,"Python, SQL"
Data Analyst,Amazon,Bangalore,107778,"Python, Excel"
Business Analyst,Amazon,Hyderabad,86561,"Python, Excel"
Data Scientist,Accenture,Pune,53191,"Excel, Tableau"
ML Engineer,Accenture,Pune,148429,"Excel, Tableau"
ML Engineer,Wipro,Pune,94482,"Python, SQL"
Business Analyst,TCS,Delhi,83755,"SQL, Power BI"
Data Scientist,TCS,Bangalore,84357,"Python, Excel"
ML Engineer,Amazon,Bangalore,123354,"SQL, Power BI"
Business Analyst,Amazon,Delhi,115002,"Python, Excel"
ML Engineer,Amazon,Pune,55860,"Python, SQL"
Data Analyst,Google,Pune,73015,"Python, ML"
Data Analyst,Google,Delhi,134631,"SQL, Power BI"
Data Scientist,Google,Pune,32971,"Python, Excel"
Data Scientist,TCS,Delhi,94386,"Python, SQL"
ML Engineer,Accenture,Delhi,133038,"Python, Excel"
Data Analyst,Wipro,Delhi,121383,"Python, ML"
Business Analyst,Wipro,Pune,92700,"Excel, Tableau"
ML Engineer,Accenture,Delhi,44910,"Excel, Tableau"
ML Engineer,Google,Mumbai,84980,"Excel, Tableau"
Data Scientist,Amazon,Hyderabad,80420,"Python, SQL"
Data Analyst,TCS,Hyderabad,147526,"Python, ML"
Data Analyst,Accenture,Mumbai,68409,"SQL, Power BI"
Business Analyst,TCS,Bangalore,138388,"Python, ML"
ML Engineer,Accenture,Delhi,56887,"Excel, Tableau"
Data Analyst,Google,Mumbai,33435,"Python, SQL"
Data Scientist,Infosys,Mumbai,113582,"Python, ML"
Data Scientist,TCS,Pune,84403,"Python, ML"
Data Analyst,Google,Hyderabad,135550,"SQL, Power BI"
Data Analyst,Accenture,Mumbai,128917,"Python, ML"
Data Analyst,TCS,Mumbai,82250,"Excel, Tableau"
Data Analyst,Accenture,Pune,129425,"Python, Excel"
Business Analyst,TCS,Bangalore,100215,"SQL, Power BI"
Business Analyst,TCS,Bangalore,130585,"Python, Excel"
Business Analyst,Infosys,Hyderabad,142054,"Python, SQL"
Data Scientist,Amazon,Bangalore,129197,"Python, ML"
Business Analyst,Infosys,Mumbai,138392,"Python, SQL"
Data Scientist,TCS,Pune,60016,"Python, ML"
ML Engineer,Amazon,Bangalore,50107,"SQL, Power BI"
Data Analyst,Accenture,Delhi,147916,"Python, ML"
ML Engineer,Wipro,Delhi,66139,"SQL, Power BI"
Business Analyst,Wipro,Hyderabad,35027,"Excel, Tableau"
Business Analyst,Accenture,Mumbai,144276,"Excel, Tableau"
Data Scientist,Infosys,Bangalore,69540,"SQL, Power BI"
Data Analyst,Infosys,Delhi,82105,"Python, ML"
Business Analyst,TCS,Mumbai,94836,"Python, ML"
Data Analyst,Google,Bangalore,117388,"SQL, Power BI"
Business Analyst,TCS,Bangalore,74655,"SQL, Power BI"
ML Engineer,Google,Bangalore,76593,"Python, SQL"
Data Scientist,Google,Pune,81410,"Python, Excel"
ML Engineer,TCS,Pune,118128,"SQL, Power BI"
Data Analyst,Wipro,Pune,103800,"SQL, Power BI"
Business Analyst,Wipro,Delhi,149024,"Python, ML"
Data Analyst,Amazon,Mumbai,121575,"Python, Excel"
Data Analyst,Wipro,Bangalore,110483,"SQL, Power BI"
Data Analyst,Infosys,Hyderabad,142628,"Python, SQL"
Business Analyst,Google,Mumbai,41345,"Python, SQL"
ML Engineer,Accenture,Mumbai,114820,"Python, ML"
ML Engineer,Accenture,Hyderabad,31122,"Excel, Tableau"
Data Scientist,Accenture,Delhi,54073,"Excel, Tableau"
ML Engineer,Infosys,Bangalore,66144,"Python, Excel"
Data Scientist,Wipro,Delhi,91974,"SQL, Power BI"
Data Scientist,TCS,Mumbai,108996,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,32725,"SQL, Power BI"
ML Engineer,Infosys,Pune,98687,"SQL, Power BI"
Data Scientist,Accenture,Pune,114428,"Python, Excel"
Data Scientist,TCS,Hyderabad,35014,"Excel, Tableau"
Business Analyst,Accenture,Bangalore,73016,"Python, ML"
Data Scientist,Amazon,Delhi,122041,"Python, ML"
Data Scientist,Google,Bangalore,63619,"Python, ML"
Data Analyst,Google,Hyderabad,149453,"Python, Excel"
Data Analyst,TCS,Bangalore,125048,"Python, Excel"
ML Engineer,Accenture,Delhi,129478,"Python, ML"
Business Analyst,Accenture,Mumbai,44714,"Python, SQL"
Data Scientist,Infosys,Mumbai,100987,"Python, SQL"
ML Engineer,Wipro,Delhi,111531,"Excel, Tableau"
Data Analyst,Accenture,Pune,67675,"Excel, Tableau"
Data Scientist,Amazon,Delhi,74944,"SQL, Power BI"
Business Analyst,Infosys,Delhi,66514,"SQL, Power BI"
